id_survey;ego_id;total_agr_land;workforce;trees;arable_land;ley;perm_grass;perm_crops;prot_cult;add_agr_land;oth_land;qual_landscape;spec_crops;grapes;vegetables;fruits;oth_spec_crops;animal_unit;cattle_animal_unit;dairy_cows;suckler_cows;hor_shee_goa;pigs_poultry;pigs;poultry;eco_proof;organic;farmtype;region;age;educ;cons_general;percep_hail;percep_drought;percep_frost;percep_heavyrain;percep_longrain;percep_heat;cons_farm;self_reduc;self_act;self_cap;self_conf;self_not;legum;legum_eff;conc;conc_eff;add;add_eff;lact;lact_eff;breed;breed_eff;covman;covman_eff;comp;comp_eff;drag;drag_eff;cov;cov_eff;plough;plough_eff;solar;solar_eff;biog;biog_eff;ecodr;ecodr_eff;legum_imag;conc_imag;add_imag;lact_imag;breed_imag;covman_imag;comp_imag;drag_imag;cov_imag;plough_imag;solar_imag;biog_imag;ecodr_imag;activ_dairy;activ_cattle;activ_pig;activ_poultry;activ_arab;activ_special;activ_nonag;attain_ghg;attain_yield;attain_biodiv;attain_soil;attain_incom;attain_acknow;innov_pion;innov_early;innov_thorou;innov_others;innov_trad;satisf_ldw;thresh_ldw;satisf_total;thresh_total;share;others_opinions;soc_impr;soc_inc;soc_env;soc_compinc;soc_compenv;net_name1_neigh;net_name1_work;net_name1_frien;net_name1_fam;net_name1_part;net_name1_club;net_name1_vet;net_name1_ext;net_name1_oth;net_name2_neigh;net_name2_work;net_name2_frien;net_name2_fam;net_name2_part;net_name2_club;net_name2_vet;net_name2_ext;net_name2_oth;net_name3_neigh;net_name3_work;net_name3_frien;net_name3_fam;net_name3_part;net_name3_club;net_name3_vet;net_name3_ext;net_name3_oth;net_name4_neigh;net_name4_work;net_name4_frien;net_name4_fam;net_name4_part;net_name4_club;net_name4_vet;net_name4_ext;net_name4_oth;net_name5_neigh;net_name5_work;net_name5_frien;net_name5_fam;net_name5_part;net_name5_club;net_name5_vet;net_name5_ext;net_name5_oth;net_name6_neigh;net_name6_work;net_name6_frien;net_name6_fam;net_name6_part;net_name6_club;net_name6_vet;net_name6_ext;net_name6_oth;net_name7_neigh;net_name7_work;net_name7_frien;net_name7_fam;net_name7_part;net_name7_club;net_name7_vet;net_name7_ext;net_name7_oth;net_name8_neigh;net_name8_work;net_name8_frien;net_name8_fam;net_name8_part;net_name8_club;net_name8_vet;net_name8_ext;net_name8_oth;net_name9_neigh;net_name9_work;net_name9_frien;net_name9_fam;net_name9_part;net_name9_club;net_name9_vet;net_name9_ext;net_name9_oth;net_name10_neigh;net_name10_work;net_name10_frien;net_name10_fam;net_name10_part;net_name10_club;net_name10_vet;net_name10_ext;net_name10_oth;net_name1_imp;net_name2_imp;net_name3_imp;net_name4_imp;net_name5_imp;net_name6_imp;net_name7_imp;net_name8_imp;net_name9_imp;net_name10_imp;lott_1;lott_2;lott_3;agroconcept;network;GHG_goal;env_goal;biodiv_goal;acknow_goal;yield_goal;income_goal;info_gew;info_resul;interviewtime;co22011;co22015;co22018;reducpercent;mainprodcution
71;3;3172;2.86916;56;1655;633;730;0;0;0;718;0;0;0;0;0;0;53.9343;53.9343;45.1507;0;0;0;0;0;1;0;Livestock;Andere Gemeinde;47;2;5;1;2;2;2;1;2;4;4;3;4;4;5;2;2;2;2;1;5;2;1;2;2;2;2;2;2;1;3;1;3;2;2;1;4;2;3;1;5;0;0;NA;0;1;0;0;NA;NA;0;NA;0;NA;1;4;4;4;1;3;3;3;4;4;4;2;4;3;3;4;4;4;2;7;3;5;4;3;1;4;3;4;3;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;NA;NA;NA;4;11;3;1;7;2;6;3;1;4;5;1;1;2585.13;;363;449;23.69;dairy
73;8;6274;17.99686;86;1804;0;308;3730;0;122;707;0;5411;110;1209;1692;3174;1.05;0;0;0;1.05;0;0;0;1;0;Specialized crops;Andere Gemeinde;NA;1;4;1;2;1;2;1;1;2;4;4;1;3;5;1;4;2;4;3;4;3;4;3;NA;1;5;2;2;1;5;1;4;2;3;1;4;2;3;1;4;NA;NA;NA;NA;NA;NA;0;NA;NA;1;NA;0;NA;4;1;1;1;1;1;5;3;3;2;4;4;4;2;5;2;5;5;4;8;4;5;4;2;1;1;5;1;5;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;5;5;5;1;3;4;6;5;1;2;3;2;1;1177.37;;319;356;11.6;arable
74;26;2825;3.59013;23;1661;285;849;28;2;0;32;0;699;0;671;28;0;9.6749;9.6749;0;2.0301;0;0;0;0;1;1;Livestock;Flaachtal;NA;4;4;2;2;1;1;2;2;4;4;4;4;4;4;2;2;2;4;1;5;3;4;2;NA;2;2;1;2;1;4;2;4;2;4;1;5;2;4;1;4;NA;NA;NA;NA;1;0;NA;NA;1;0;NA;1;NA;4;2;3;3;1;1;3;2;3;4;4;3;4;2;4;3;4;5;3;9;3;6;4;4;4;4;4;2;4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;2;2;2;2;NA;NA;NA;7;3;1;1;7;2;6;1;4;3;5;1;1;3344.13;;50;50;0;arable
75;5;2586;4.61628;132;1835;151;580;0;0;20;46;0;1097;0;1097;0;0;21.1993;21.1993;0;16.1507;0;0;0;0;1;0;Livestock;Thurtal;59;2;5;2;3;2;3;1;3;4;5;5;4;5;5;1;4;1;4;1;4;1;4;2;NA;1;4;1;4;1;3;1;4;1;4;2;4;2;NA;1;4;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;1;NA;2;1;2;2;1;1;1;4;4;4;4;2;4;4;5;4;5;4;2;4;4;5;2;2;2;3;4;2;4;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;1;1;2;1;1;1;7;7;8;1;10;5;3;6;1;2;4;2;1;8706.29;113;98.9;41.1;-58.44;suckler
76;12;3064;3.06537;34;968;852;1244;0;0;0;600;0;0;0;0;0;0;61.4928;61.4928;51.0356;0;0;0;0;0;1;0;Livestock;Flaachtal;38;2;4;1;2;1;2;2;3;3;5;5;4;5;3;2;4;2;2;2;5;2;2;1;NA;1;4;2;4;1;4;1;3;1;5;2;4;2;5;1;4;1;0;1;0;NA;NA;1;NA;NA;NA;1;1;NA;1;5;5;5;1;1;1;4;4;3;5;5;4;4;5;4;4;5;5;6;4;5;3;2;2;4;4;2;4;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;2;2;NA;2;11;1;1;9;3;6;2;1;4;5;2;1;1307.13;372;390;401;2.82;dairy
77;21;6516;4.72324;82;3395;1386;1159;0;0;5;282;0;0;0;0;0;0;84.8934;82.6734;71.8274;0;2.1;0.12;0;0.12;1;0;Livestock;Flaachtal;NA;2;4;1;2;2;2;2;2;4;4;4;4;3;4;2;3;1;4;2;3;2;2;2;NA;2;3;2;3;1;5;1;3;2;2;2;4;2;4;1;3;0;NA;1;0;0;0;0;NA;NA;0;1;0;NA;1;5;5;5;1;2;2;3;1;4;4;4;4;3;4;3;5;5;4;8;4;7;4;4;3;3;4;3;3;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;2;2;2;NA;NA;NA;NA;2;15;8;1;6;3;5;4;1;2;6;1;1;1285.54;;542;508;-6.27;dairy
79;1;3105;2.58956;9;1874;505;510;213;0;3;1162;0;209;32;4;0;177;30.4779;29.7779;0;23.737;0.7;0;0;0;1;0;Livestock;Flaachtal;NA;2;5;2;3;3;2;2;3;4;4;3;2;2;4;2;3;1;2;1;4;1;2;2;4;1;5;2;2;1;4;2;5;2;1;2;4;2;2;1;5;1;NA;NA;NA;1;NA;0;NA;0;1;0;1;NA;4;2;5;5;1;1;3;4;3;4;5;2;1;3;5;3;4;4;2;5;2;2;4;3;1;3;4;1;2;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;14;1;1;1;4;6;3;1;2;5;1;1;4899.02;;189;190;0.53;suckler
92;13;1295;0.38901;19;994;56;181;64;0;0;289;0;31;31;0;0;33;0.4;0;0;0;0.34;0.06;0;0.06;1;0;Arable farming;Flaachtal;56;1;4;2;2;2;2;2;2;4;3;3;3;3;3;2;3;2;3;2;3;3;3;3;3;2;3;2;3;1;3;2;3;2;3;2;NA;2;NA;1;5;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;NA;NA;5;5;5;5;1;2;1;4;4;3;4;1;4;3;3;3;4;5;4;5;4;8;2;1;1;3;3;3;3;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;1;1;4;5;2;1;3;6;1;2;3098.62;22;14.21;17.8;25.26;arable
93;11;18713;63.73227;75;15779;840;1368;0;616;11;1186;0;16260;0;16260;0;0;0;0;0;0;0;0;0;0;1;0;Specialized crops;Andere Gemeinde;46;1;4;3;3;1;2;1;3;2;5;3;2;5;4;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;3;2;NA;2;NA;2;NA;2;NA;0;0;0;0;0;0;0;0;NA;1;1;0;0;5;5;5;5;5;1;5;4;4;4;4;4;4;3;2;2;3;3;4;7;4;6;3;4;2;2;3;3;3;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;15;15;8;1;3;4;6;5;1;3;2;2;2;2716.49;;74;61;-17.57;vegetables
99;4;2966;3.76388;101;771;714;1113;252;0;17;232;0;252;0;0;252;252;56.1774;56.1174;54.5616;0;0;0.06;0;0.06;1;0;Livestock;Thurtal;51;4;4;1;3;2;1;2;2;4;4;2;3;3;3;1;4;2;3;1;5;2;2;2;NA;1;3;2;NA;1;5;1;NA;2;3;1;5;2;4;1;4;NA;0;NA;0;0;NA;0;NA;NA;0;NA;1;NA;1;2;5;3;2;1;1;4;4;4;4;2;4;4;4;5;2;4;2;6;3;5;4;3;2;3;4;3;3;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;15;8;1;1;1;3;5;6;2;4;2;2;1189.42;;340;343;0.88;dairy
102;28;876;4.29667;0;0;227;260;389;0;0;600;0;389;389;0;0;0;0;0;0;0;0;0;0;0;0;0;Specialized crops;Flaachtal;50;2;5;1;2;3;2;2;3;5;3;3;4;4;4;3;4;3;NA;3;NA;3;NA;3;NA;3;4;1;3;2;NA;1;5;2;4;2;5;2;4;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;5;5;5;4;4;1;2;4;3;4;4;4;4;2;4;2;5;4;4;10;4;11;4;3;3;2;3;4;4;NA;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;12;15;4;1;3;3;5;4;1;2;6;2;1;5144.29;236;141;141;0;wine
103;20;2995;2.96772;64;879;987;1115;0;0;14;474;0;0;0;0;0;0;59.3511;59.3511;47.8712;0;0;0;0;0;1;0;Livestock;Flaachtal;63;2;4;1;2;2;2;2;2;3;2;2;2;2;4;1;2;2;3;2;4;2;1;2;NA;2;1;2;2;1;4;2;1;2;2;2;3;2;NA;1;NA;NA;1;1;0;1;1;1;NA;1;1;1;1;NA;1;1;4;2;1;1;3;5;4;4;5;4;4;2;3;4;4;5;2;6;3;4;3;3;3;4;3;4;4;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;5;10;2;1;3;4;5;3;1;2;6;1;1;1371.41;;307;351;14.33;dairy
104;9;6520;4.04098;0;4720;374;1385;0;0;41;1273;0;0;0;0;0;0;92.5939;82.244;0;0;9.0139;1.336;1.02;0.316;1;0;Livestock;Flaachtal;NA;1;4;2;3;2;3;2;2;3;5;5;4;5;5;1;5;2;3;2;4;3;4;2;1;1;4;2;2;1;5;2;3;1;4;2;5;2;5;1;3;NA;1;NA;NA;0;NA;0;NA;1;NA;1;1;NA;5;2;2;2;1;1;1;4;4;4;5;5;5;5;5;1;5;5;3;9;4;8;4;3;3;4;4;4;4;NA;1;1;1;1;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;3;1;NA;NA;NA;NA;NA;NA;1;4;8;1;4;3;6;4;1;2;5;2;1;3201.48;627;602;595;-1.16;cattle 
105;27;4894;2.70479;30;3901;205;565;208;0;15;1204;0;183;165;270;18;25;31.5288;31.5288;0;0;0;0;0;0;1;0;Livestock;Flaachtal;50;2;4;2;2;2;1;2;2;4;4;3;2;4;4;1;4;2;2;2;NA;2;NA;2;4;1;5;1;3;1;4;1;4;2;3;2;NA;2;4;1;4;NA;0;0;0;1;NA;NA;NA;NA;0;1;1;NA;2;1;4;4;1;1;2;4;4;3;4;2;3;3;4;4;3;4;3;5;4;3;4;3;2;2;4;5;4;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;2;2;1;1;2;2;3;2;2;1;6;6;3;1;10;2;6;5;1;4;3;2;1;931.95;314;297;310;4.38;cattle 
;16;4937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;4;5;4;3;5;1;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;1;NA;1;NA;NA;NA;1;NA;2;NA;1;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;398;392;511;30.36;dairy
